100,100
100.6443485,100.7670923
99.71660572,100.3841059
101.5603788,100.5829986
100.0427816,100.0526537
100.4952614,101.9476032
99.92973583,101.4667429
102.2735492,104.2642074
103.3291459,105.5402352
103.9380881,105.8791368
103.9028997,107.2468334
103.1114024,106.2032987
103.2559149,105.2987751
103.3447019,106.0588081
101.756592,104.7684398
100.4423792,106.569813
99.63926797,104.6833058
100.646006,105.9533699
97.61875325,104.3781897
98.15685562,102.6497682
96.42791504,100.1266193
96.47476556,99.66785099
95.01237185,97.14295445
96.01690841,97.90539987
94.84762864,97.72253626
95.97575247,98.22857649
96.43805671,97.10407116
95.70406945,96.82794846
95.45704837,96.25981188
93.27498066,95.96535002
94.47753753,95.47207513
93.88478564,95.0723417
93.35548124,96.25994778
93.75832187,97.36278787
94.9574092,98.28023284
94.09652587,96.50674121
92.93265323,97.9675981
91.52845215,98.75027098
94.497027,99.73973316
94.04921541,100.2022577
93.62962241,98.97375689
91.27253208,97.41534466
89.9406833,97.48622373
90.14407266,96.98525747
89.77751753,97.93182723
91.77002285,99.09707692
90.09911278,99.0224536
90.45195698,98.7116063
92.21863013,100.6370616
92.462383,99.17069119
91.79565109,99.23138167
91.98670415,99.3413606
93.02517772,95.81617261
94.84058194,94.33509924
94.60295086,96.26483334
93.2414837,96.30470425
94.00709228,99.12809192
96.42809312,97.8741669
98.15466464,97.14995118
99.01798872,97.19658498
98.85511493,96.79967152
97.27813186,96.70820846
95.96211613,93.41592247
95.33202576,94.91215596
93.13808454,95.0875434
92.62286899,94.2525402
89.71950176,94.99640165
89.24969067,92.00854546
89.80385765,95.55802237
88.78943049,95.55144392
89.2767546,95.84488168
89.47609988,96.24671409
89.29771239,97.77705094
88.44896741,99.83448927
88.30747143,99.24514558
87.8679158,98.87147241
90.05804716,101.0883014
90.51311616,101.4833991
91.16089152,102.5345954
90.98205991,101.8774998
90.33946536,100.5751769
92.35296392,101.0274988
92.57448363,101.5196029
94.8777752,102.4051153
96.44921556,103.6118216
97.1197918,103.1369845
97.24431591,105.9031293
96.80937575,103.6147004
99.14848902,103.54698
98.74754864,102.8144398
101.2343819,102.7110601
99.76806951,102.3883317
99.34086416,102.7464686
98.35631123,102.7139612
100.7817551,105.1655825
101.8068818,104.0443132
100.7272078,103.1042385
100.2453788,102.8013642
100.5560534,103.8490493
101.2459725,105.2557044
100.6819696,103.8024523
99.58551074,102.5141281
99.23651881,103.2525533
98.63967939,100.6723154
100.2331485,101.3468221
100.2819154,101.1255184
102.1078737,101.8102278
101.1964601,101.8384979
102.0166471,100.5398123
103.778859,102.1346887
102.4701971,104.1661703
102.6646173,102.8925931
102.4804707,104.5877445
103.047483,105.279314
101.0866163,103.6835521
103.4947272,104.4103421
103.8755967,103.3632212
106.020205,105.7180456
106.9812704,104.0874134
107.838446,105.8075215
107.8473043,106.1143028
109.52947,107.6914578
107.7951709,107.889986
106.0276134,107.4153576
106.0249126,106.6846073
106.3101731,106.5731866
105.5917704,107.6583643
107.9007466,108.5974929
105.8631721,107.798624
105.7147842,107.8301424
107.51812,110.7246334
106.9498716,109.7305379
108.1164895,107.1224049
105.5453844,104.9131333
104.1531658,104.332832
103.99498,104.210036
104.1165904,103.1181255
105.9485966,103.938357
103.8104443,104.6117187
106.0485745,103.7573919
103.0709725,102.7160376
101.9776565,102.3725569
102.1545826,100.8850415
101.9297775,103.027513
102.0014398,100.2404576
102.7201457,101.9605036
101.9795932,100.0709944
103.0488691,101.9599428
102.5349537,104.2831633
102.6786714,104.9147463
104.7561376,106.9637058
104.0035418,107.7981144
105.3769912,108.7829619
106.1979299,110.5032921
107.6846741,112.0811311
104.7651872,110.1713205
104.3003644,109.7309101
104.5063247,107.2373683
104.7658698,107.8985294
102.7178512,107.0347148
102.5639478,106.7984758
103.0008516,106.5873561
104.4280101,108.4921293
106.3580933,107.632304
104.9849432,108.0054848
104.9855824,108.8569706
104.7347531,108.9040688
106.5406813,109.7101994
105.5453459,110.498693
103.4819876,112.1199224
104.5612576,114.6334602
105.0126245,113.3786719
104.7411913,111.4903461
102.8646284,112.6569263
102.9928955,110.6153832
103.6297273,111.2941194
