100,100,100
98.10263759,101.7363523,99.79301436
98.14957943,100.7759393,100.5199003
98.30783918,98.91244595,99.80760452
97.99125923,97.70093553,99.21927934
99.12917632,98.71018573,99.96786038
99.8145746,99.41759078,99.22086835
99.82021756,100.821224,99.14093093
100.2461221,102.329044,99.45961491
98.67611212,103.4881782,100.3696924
100.5572866,103.9495296,100.9162416
99.11013484,103.0651069,101.2590142
97.8427254,105.1383087,101.1943532
96.21296596,105.4087164,100.3686994
93.83094186,103.2098507,99.60565816
97.45586165,103.5020796,99.88443744
95.23521472,104.9988944,99.53656165
95.10814875,104.2617328,99.52340102
93.96177967,100.004612,99.40064795
94.84711797,98.72065968,99.32930458
95.27900991,99.72400803,99.40086127
94.47105459,99.55298016,98.77535544
97.55548061,100.1480238,98.46738463
98.57237433,100.0451559,100.0573165
101.668047,101.0145516,100.7008454
101.7594428,100.4149239,100.1404141
102.5703434,101.0983003,99.49923212
102.5288304,101.114167,99.70120767
104.2351581,101.642723,99.04985399
102.1965915,100.2965302,98.02397447
103.1911653,100.0065703,98.93512674
101.0106006,101.1001932,98.85129481
101.2325159,101.9504332,98.3422782
101.7896541,102.5233658,98.13070482
100.9906516,100.3446833,97.84568114
101.000768,99.87913367,96.62927284
103.0842186,99.4858269,97.24054975
101.5552811,97.51449438,97.64027479
103.7343737,98.96875317,97.82867358
105.065115,100.9389154,98.37084582
108.2968838,101.6335985,97.73382167
109.1331734,102.5726085,97.26903065
109.6198168,102.2714602,97.09722752
108.3046581,102.8234456,96.77767859
108.9335217,102.601722,96.28569785
108.4366616,101.8715768,95.93374877
107.5555086,101.9425006,96.0102471
110.4488069,104.8875792,95.35057967
109.0862408,105.8385085,95.34630613
109.1457102,107.2265307,94.3226807
108.4283402,107.9322064,94.88401192
107.3059282,107.0672887,94.32155952
107.563867,109.446731,94.86321799
107.0622705,106.7945622,95.22786813
108.6661701,108.3289428,95.40481478
108.9621458,108.656889,95.0676052
105.1877485,105.6288666,95.15814477
105.0277799,106.1714258,94.84408237
105.896422,110.476019,95.35476503
105.3018413,110.5447992,94.58474584
104.8087407,110.1669645,94.38460836
103.7053595,106.0902755,95.21190883
103.2709582,106.9840729,94.60497825
102.4096631,106.1194692,95.0089603
103.2042741,107.7389965,94.12963566
103.2720187,107.0879056,94.06400534
104.9450613,107.4173322,94.3635102
105.6086746,107.6715619,94.22623803
